SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_Yes
0,-1.3436525871345129,-2.1524838723354414,-1.006010803021267,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True
1,-1.2541125939739683,-2.117522405380266,-1.0049064314234242,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False
1,-1.3685248074568865,-2.1184613389319846,-1.006188209807286,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False
0,-1.3270711069195973,-2.15088216215898,-1.005858719207283,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
0,-1.370182955478378,-2.20163980533719,-1.0062196348175476,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False
1,-1.370182955478378,-2.173968881254183,-1.0062147590262374,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-1.252454445952477,-2.1136009770172053,-1.0048120785356927,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
0,-1.3635503633924118,-2.1469607337959196,-1.006161884427058,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,-1.2955662945112576,-2.141327132485607,-1.0055329170801472,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
0,-1.3154640707691563,-2.1064761283012214,-1.005532732169898,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True
0,-1.3536014752634622,-2.115865463818409,-1.0060084089201446,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
0,-1.3552596232849539,-2.169218982110194,-1.0061309752190708,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,-1.25577074199546,-2.147513047649872,-1.0052752008532246,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False
0,-1.3436525871345129,-2.201032260097842,-1.0061421574230938,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,-1.267377778145901,-2.1357487625606892,-1.0052773224550322,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,False
0,-1.350285179220479,-2.1397806536945407,-1.0060325348416181,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
0,-1.2905918504467828,-2.130612243718933,-1.0054631572555717,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
0,-1.3685248074568865,-2.169550370422565,-1.0062046862837102,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,-1.3685248074568865,-2.134865060394366,-1.0061955088960741,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
0,-1.2856174063823083,-2.1358592253314796,-1.0054026040149875,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False,False
0,-1.2574288900169515,-2.153091417574789,-1.0053955384970408,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False
1,-1.3005407385757324,-2.124260634398483,-1.0054763832044553,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
0,-1.346968883177496,-2.1144846791835286,-1.0059459287201205,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True
1,-1.3303874029625804,-2.1471816593375004,-1.005882426647666,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False
1,-1.3585759193279372,-2.134865060394366,-1.006100299581925,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
1,-1.2723522222103756,-2.1412719011002115,-1.0053561720781783,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False
1,-1.3419944391130214,-2.11851657031738,-1.0058824461119027,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True
0,-1.267377778145901,-2.113877133944181,-1.0049951396824928,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False
1,-1.2624033340814262,-2.104156410114622,-1.0048462090748649,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False
0,-1.3154640707691563,-2.1963928237246435,-1.0060494979239614,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False
0,-1.252454445952477,-2.105205806437131,-1.0046949038303514,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False
0,-1.293908146489766,-2.1129382003924624,-1.0053073655044833,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False
0,-1.2723522222103756,-2.1246472540962493,-1.0051626294398788,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,-1.252454445952477,-2.1774484585340823,-1.005647035900316,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0,-1.3419944391130214,-2.1638615377268575,-1.0060372743832713,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,False
0,-1.3569177713064453,-2.1196764294106796,-1.0060567094236839,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True
0,-1.3668666594353949,-2.1407748186316544,-1.0061760543914247,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False
0,-1.293908146489766,-2.1367981588831984,-1.0055130538265256,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
0,-1.3204385148336308,-2.136466770570827,-1.0057375056728122,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
0,-1.2889337024252914,-2.201695036722585,-1.0060423740133044,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
0,-1.3552596232849539,-2.1357487625606892,-1.0060508506884167,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
0,-1.370182955478378,-2.1697712959641464,-1.0062140193852402,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,-1.2856174063823083,-2.2014188797956087,-1.006011279895068,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
1,-1.2657196301244094,-2.100676832834723,-1.004841800425237,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
0,-1.2690359261673925,-2.197166063120177,-1.0059462790763825,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False
0,-1.3668666594353949,-2.1527047978770226,-1.006189037037349,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1,-1.2789848142963418,-2.101891923313418,-1.005028559777023,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False
0,-1.2955662945112576,-2.1624807530919767,-1.005700202463047,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
0,-1.3585759193279372,-2.1635853807998813,-1.0061297003115626,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,-1.3220966628551227,-2.141382363871002,-1.0058126181624987,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False
0,-1.297224442532749,-2.195343427402134,-1.005986764688859,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,-1.370182955478378,-2.1363010764146413,-1.0062081217214995,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
0,-1.3536014752634622,-2.16811435440229,-1.0061135255308087,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
0,-1.3602340673494284,-2.14094051278784,-1.006126848800876,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
0,-1.3021988865972238,-2.1092929289563775,-1.0053812517472533,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0,-1.2905918504467828,-2.201695036722585,-1.0060341114447966,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False
0,-1.3569177713064453,-2.1142637536419477,-1.0060447389180716,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False
0,-1.3138059227476646,-2.155300672990598,-1.005792346159905,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
0,-1.2922499984682745,-2.201142722868633,-1.0060178296107405,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
0,-1.2955662945112576,-2.2019159622641657,-1.0060431136543015,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False
0,-1.323754810876614,-2.1866720998950844,-1.0060271237837968,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,-1.3220966628551227,-2.1333185816032993,-1.0057232967799716,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-1.370182955478378,-2.1414375952563973,-1.0062090268085093,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,-1.2624033340814262,-2.1311645575728857,-1.0051113314438775,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False
0,-1.264061482102918,-2.1012843780740704,-1.0048402432862957,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False
0,-1.252454445952477,-2.1124963493093007,-1.004771719440755,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False
0,-1.3519433272419707,-2.1367429274978034,-1.0060430649937095,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,-1.2541125939739683,-2.1501089227634473,-1.005299268381988,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False
0,-1.3635503633924118,-2.2007008717854712,-1.0062014065598148,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True
0,-1.2856174063823083,-2.2007561031708662,-1.006008058563883,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
1,-1.3303874029625804,-2.1151474558082715,-1.0057341383598513,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True
0,-1.370182955478378,-2.20163980533719,-1.0062196348175476,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
0,-1.370182955478378,-2.202468276118118,-1.0062197807993234,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False
0,-1.30883147868319,-2.1190136527859367,-1.0055217640724792,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False
1,-1.2624033340814262,-2.173637492941812,-1.0056343354858253,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
0,-1.2590870380384431,-2.10244423716737,-1.004741978086974,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True
0,-1.3635503633924118,-2.1971108317347814,-1.0062040634281335,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,-1.252454445952477,-2.1089063092586113,-1.0048020836501126,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False
0,-1.3187803668121396,-2.1906487596435404,-1.0060430066009993,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,-1.3005407385757324,-2.1197316607960746,-1.0054603154770037,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False
0,-1.252454445952477,-2.2025235075035132,-1.0059582203856394,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False
0,-1.2806429623178335,-2.117080554297104,-1.0052038546933526,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
0,-1.2856174063823083,-2.159940109363797,-1.00563141585031,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
0,-1.3005407385757324,-2.1227141556074165,-1.0054539312073438,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
1,-1.3104896267046815,-2.139449265382169,-1.0056653030865226,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,-1.2657196301244094,-2.1636406121852767,-1.0055572084476332,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False
0,-1.3668666594353949,-2.1247024854816448,-1.0061752174292438,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,-1.3121477747261732,-2.1896545947064263,-1.006004331162542,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,-1.3552596232849539,-2.1132143573194386,-1.0060163405966276,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True
0,-1.3038570346187153,-2.201142722868633,-1.0060610110200094,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False
0,-1.3270711069195973,-2.1298390043234003,-1.0058047740750813,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
0,-1.2789848142963418,-2.1137114397879952,-1.0051500263465716,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False
0,-1.3618922153709203,-2.2010874914832375,-1.0062016206664193,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
0,-1.3668666594353949,-2.1417689835687685,-1.0061788864378745,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,-1.3602340673494284,-2.167948660246104,-1.006155373639859,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,-1.3652085114139034,-2.2009217973270516,-1.0062113235884478,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
0,-1.3171222187906477,-2.125696650418759,-1.005634257628878,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False
1,-1.3270711069195973,-2.137737092434917,-1.0058079078172009,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
0,-1.252454445952477,-2.19793930251571,-1.0058880128836183,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False
0,-1.370182955478378,-2.2021368878057466,-1.0062197224066132,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
1,-1.2541125939739683,-2.1615970509256535,-1.0054478486333538,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False
0,-1.350285179220479,-2.129010533542472,-1.0059869495991083,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
0,-1.3303874029625804,-2.1592221013536586,-1.0059310872395852,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True
0,-1.2607451860599348,-2.16811435440229,-1.0055890130105116,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0,-1.370182955478378,-2.184794232791647,-1.0062166665214407,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
0,-1.3685248074568865,-2.1749630461912974,-1.0062077519010009,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0,-1.3005407385757324,-2.195564352943715,-1.0059922925321012,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False
0,-1.3337036990055635,-2.1411062069440256,-1.0058773951424616,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,-1.2657196301244094,-2.20163980533719,-1.0059748623080758,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False
0,-1.2773266662748504,-2.2023025819619324,-1.0059957279698908,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False
1,-1.370182955478378,-2.1461322630149913,-1.0062098540385718,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
1,-1.252454445952477,-2.1266908153558726,-1.0049728628635124,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False
0,-1.3585759193279372,-2.145359023619458,-1.0061138564228336,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
0,-1.2706940741888841,-2.112330655153115,-1.0050613083553845,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False
0,-1.2657196301244094,-2.1308331692605145,-1.0051940933786137,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
1,-1.2541125939739683,-2.1974974514325476,-1.0058817356672607,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
0,-1.264061482102918,-2.1145399105689235,-1.004974604912703,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False
0,-1.3668666594353949,-2.2023025819619324,-1.0062116252841178,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,-1.370182955478378,-2.1735270301710212,-1.0062146811692902,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,-1.3220966628551227,-2.1527047978770226,-1.005847916555877,True,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
0,-1.346968883177496,-2.1471816593375004,-1.0060150267606458,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
0,-1.3585759193279372,-2.1482310556600095,-1.0061137201731765,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False
0,-1.3602340673494284,-2.1190136527859367,-1.0060959785213626,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True
0,-1.25577074199546,-2.104487798426993,-1.0046799455643955,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False
0,-1.2690359261673925,-2.1288448393862867,-1.0052084579853482,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,-1.3618922153709203,-2.202192119191142,-1.0062014746846435,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
0,-1.3486270311989876,-2.1345889034673897,-1.005999182871917,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
